pride_national,pride_religious,strongleader,limitedelections,erdoganmission,erdoganinspiring,akpstate,akpmuslims,trust_religiousauthority,trust_presidentialsystem,success_erdogan,success_economyminister,policy_povertyreduction,policy_economy,policy_internalsecurity,ci_lifequality,ri_system_1,regimevoter
40,52,20,20,20,20,20,20,20,100,20,20,20,20,20,20,1,1
40,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,40,20,20,52,20,20,20,32,20,32,40,40,40,40,20,1.2,0
100,56,20,20,20,20,20,20,28,32,24,20,20,20,24,20,1,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
60,100,20,24,40,40,20,40,20,20,40,20,20,40,60,20,2,0
100,20,40,100,100,100,100,80,60,100,100,80,60,60,100,80,5,1
64,100,20,40,40,20,40,40,40,20,20,20,40,40,40,20,2,0
100,100,40,100,100,100,100,100,60,96,92,100,88,80,96,100,4.6,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,60,60,60,100,100,100,100,100,100,100,80,60,60,80,60,5,1
60,80,20,20,20,100,20,20,20,20,20,20,20,20,60,20,1,0
20,20,60,20,20,20,20,20,20,40,20,40,40,40,40,20,1,0
100,100,100,100,100,100,100,100,100,100,100,60,60,60,100,100,4,1
100,20,24,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,40,20,20,40,20,20,20,20,20,20,40,20,20,20,20,1,0
40,20,20,20,20,20,20,20,20,20,20,40,60,40,20,20,1,0
100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,5,1
20,24,20,20,20,20,20,20,20,20,24,24,20,20,20,20,1,0
100,100,20,20,40,20,20,20,20,20,20,20,20,20,20,40,1,0
60,64,20,20,20,32,40,20,20,20,20,20,20,20,24,20,1,0
100,100,28,28,60,40,20,20,20,20,20,40,40,40,20,20,1.2,0
60,60,100,32,40,40,60,40,20,60,80,28,20,20,100,20,2,1
60,60,60,40,28,20,20,20,20,20,20,20,20,20,60,40,1,0
20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,20,1,0
100,80,80,80,60,88,80,60,80,88,84,60,72,80,76,80,3,1
60,60,40,40,48,36,48,28,32,28,32,32,40,40,48,20,2.2,0
40,80,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,92,100,100,100,100,100,100,100,100,96,100,100,100,60,4,1
100,20,20,40,20,20,20,20,20,20,20,20,20,20,40,20,1,0
60,100,20,60,52,20,20,20,20,20,20,20,20,20,40,20,2,0
60,100,40,20,60,60,40,20,40,48,64,40,48,40,52,40,4,1
100,60,20,20,20,20,40,20,20,20,40,60,20,20,20,20,2,0
100,100,92,100,100,100,40,60,100,100,100,80,80,80,100,60,5,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,100,80,60,60,60,60,60,100,100,80,60,60,60,60,40,3,1
100,100,80,80,100,100,100,100,100,100,80,40,80,80,60,80,5,1
100,60,40,20,40,40,20,20,40,60,36,40,20,20,60,20,1,0
100,20,20,20,100,20,20,20,20,20,28,20,20,40,40,20,1,0
100,92,80,80,100,100,100,20,100,100,100,80,60,40,80,20,5,1
100,100,100,96,100,100,100,100,100,100,100,100,80,100,100,40,5,1
60,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,1,0
20,20,40,32,20,20,100,20,20,24,20,20,20,20,40,20,2,0
100,100,100,100,100,100,100,100,100,80,80,100,100,100,100,100,5,1
20,100,100,40,80,80,100,100,28,36,60,20,100,60,100,20,1,1
100,100,20,40,56,20,20,20,20,20,20,20,20,20,20,20,1,0
60,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
100,100,20,60,40,40,20,40,20,20,60,20,40,20,20,40,1,1
100,100,100,84,100,100,100,100,80,80,100,80,80,100,80,80,5,1
20,20,20,20,20,20,20,60,20,20,20,40,20,20,60,20,3,0
60,100,20,20,80,100,80,20,84,20,100,72,40,80,100,60,4,0
100,100,20,24,20,20,20,20,40,20,20,20,20,20,44,20,1,0
20,20,32,28,20,28,20,20,24,32,40,24,20,20,20,20,1.4,0
60,100,20,20,20,20,20,20,20,20,40,24,20,20,32,20,1,0
100,100,100,80,100,100,96,100,96,92,100,60,80,100,100,60,5,1
100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,80,20,40,52,80,20,20,20,40,48,32,20,80,100,80,1,1
20,100,20,20,20,20,40,20,20,20,20,20,28,32,20,20,5,0
100,100,100,100,100,100,100,100,100,100,100,100,40,60,100,40,5,1
100,100,100,76,100,100,100,100,100,100,100,100,100,88,100,100,4,1
60,100,24,20,20,20,100,20,20,40,40,40,40,40,40,20,1,0
100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,5,1
100,100,100,100,100,100,100,100,100,100,92,60,60,80,100,80,5,1
60,60,100,60,80,80,80,80,60,100,80,60,68,64,80,60,4,0
60,100,60,60,40,40,40,20,40,40,60,60,60,60,56,20,2,1
100,56,20,20,20,20,20,20,28,20,20,20,20,20,20,20,1,0
20,64,20,20,40,20,20,24,20,36,44,20,28,20,32,20,2,0
100,100,100,100,100,84,100,100,80,84,100,80,80,76,84,100,4.6,1
80,92,100,84,80,80,68,80,100,100,76,60,40,68,92,80,3,1
60,100,80,68,84,60,80,80,100,100,80,72,60,60,80,80,4,1
100,100,100,60,100,100,60,60,60,100,100,60,60,60,80,60,5,1
80,100,100,100,100,100,80,100,100,100,100,100,100,100,100,80,5,1
60,20,28,44,64,20,40,28,60,32,40,40,40,36,36,20,1,0
100,100,100,88,100,100,100,80,80,100,100,80,100,84,100,100,5,1
20,60,40,52,40,40,60,80,80,40,100,40,40,40,20,44,2,1
100,100,80,100,100,84,60,100,100,80,100,60,60,60,60,100,5,1
60,100,80,80,100,88,80,80,100,100,100,60,80,60,60,80,3,1
80,84,80,80,64,76,44,52,60,68,84,60,60,60,80,60,2.4,1
100,100,60,60,80,100,80,80,100,100,100,60,100,84,100,80,4,1
100,100,20,20,40,60,20,20,20,20,60,40,20,20,20,20,1,0
100,100,40,40,20,32,28,32,28,32,28,28,36,32,48,40,1.4,0
60,100,60,40,100,100,100,100,92,60,92,84,76,80,92,80,4,1
100,100,20,20,100,60,40,20,60,20,40,20,20,20,20,20,1,1
80,88,68,72,60,60,44,60,80,100,64,76,60,60,56,60,2.8,1
60,60,40,28,100,20,20,20,20,20,32,40,28,40,40,40,1,0
40,60,68,60,100,40,80,40,100,100,100,60,40,80,60,60,5,1
40,52,60,60,28,20,20,20,28,20,20,20,40,20,40,56,1.2,0
60,100,60,40,100,100,100,100,100,100,100,80,60,80,100,80,4,1
80,100,40,100,64,40,60,100,80,60,100,60,60,60,60,40,3.4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
100,100,100,60,100,100,100,100,80,92,100,60,60,80,100,60,5,1
100,100,100,100,100,100,100,100,100,100,100,100,100,92,96,100,5,1
100,100,100,100,100,100,100,100,100,100,100,96,100,92,100,100,5,1
60,80,92,64,100,80,88,100,80,80,100,72,100,60,80,100,4,1
40,100,60,40,80,60,40,40,60,40,60,40,40,40,60,40,3,0
40,100,80,72,60,64,20,52,100,60,68,68,60,40,72,60,4,1
100,100,40,100,100,100,100,80,80,92,92,80,80,96,100,80,5,1
100,100,20,60,20,20,20,20,20,20,40,80,20,20,60,20,2,0
100,100,100,100,100,80,80,80,100,100,80,60,100,100,100,100,5,1
100,100,80,60,100,80,60,60,80,68,76,60,60,44,76,40,3.4,1
100,100,100,80,100,100,100,100,100,100,100,60,100,100,100,100,5,1
100,100,64,76,100,100,80,80,80,80,100,20,60,80,60,60,5,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
100,100,80,100,100,100,100,100,100,100,100,80,80,80,100,100,5,1
20,20,80,20,100,100,80,100,80,80,80,60,60,60,80,60,5,0
80,100,100,40,100,100,100,100,100,100,100,100,80,80,100,80,5,1
40,100,20,24,32,40,40,24,40,20,44,40,100,20,100,20,1.2,0
100,100,20,20,100,20,20,20,60,40,60,40,20,20,100,20,1,1
100,100,100,100,100,80,100,60,60,80,92,100,80,100,100,60,5,1
60,100,32,100,40,60,60,60,40,20,40,44,20,20,60,20,1,0
100,100,100,100,100,100,100,100,100,100,92,80,60,80,100,100,5,1
100,100,40,100,100,100,100,100,100,100,100,80,80,60,80,80,3,0
60,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,80,100,60,80,40,60,96,100,100,80,100,80,100,80,4,1
100,100,32,40,20,40,20,20,20,20,36,20,20,20,40,20,1.4,0
100,20,20,20,20,20,20,20,40,20,20,40,20,20,20,40,2,0
100,100,20,20,20,20,20,20,20,20,40,20,20,20,40,20,3,0
68,100,28,28,44,36,20,32,20,60,80,32,24,28,48,20,1.8,0
20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,28,36,60,60,20,20,100,100,60,20,36,40,60,20,3,NA
100,100,60,60,20,60,40,20,20,60,60,60,20,20,20,20,3,0
20,44,20,20,20,20,20,100,20,20,20,20,20,20,20,20,1,0
100,100,20,20,40,20,20,100,20,20,40,20,20,20,20,20,1,1
60,40,60,92,80,100,100,100,80,100,100,80,80,80,80,80,4,1
100,100,20,24,20,20,20,20,24,20,20,20,20,20,20,80,1,0
20,20,20,28,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,20,20,36,20,20,20,20,20,20,60,20,20,20,60,20,1,0
100,100,80,20,20,40,40,60,20,20,24,20,40,20,20,20,3,1
100,100,20,20,100,80,60,100,60,60,80,60,60,40,80,40,5,1
100,100,20,80,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,20,20,40,20,20,20,20,40,20,28,28,20,20,20,40,1,0
20,100,100,20,60,60,40,60,80,60,100,60,60,60,100,20,5,0
100,100,100,100,100,100,100,80,20,100,92,60,20,60,40,60,5,1
60,100,100,84,100,100,80,80,80,100,100,100,100,100,100,100,4,1
100,100,60,60,60,60,40,40,40,40,60,60,40,40,60,20,3,1
60,20,20,60,100,80,20,20,20,60,36,40,40,40,60,40,1,0
20,80,40,40,20,20,20,20,20,20,20,40,20,20,20,20,1,0
20,20,20,20,100,40,20,20,20,20,100,20,20,20,100,20,1,0
100,100,60,80,80,60,60,20,80,60,60,40,40,40,60,40,3,1
100,100,60,80,100,100,100,80,100,100,100,80,60,60,80,60,5,1
80,100,64,80,100,80,76,20,100,20,88,72,64,60,76,60,3,1
60,80,40,80,80,60,40,40,60,68,68,40,60,60,80,60,3,0
60,100,40,20,40,40,20,20,40,40,48,48,60,60,60,40,2,0
60,60,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,84,80,40,100,80,40,40,100,100,60,60,60,20,60,40,4,1
100,100,100,100,100,100,100,80,80,100,100,80,80,100,100,80,5,NA
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,NA
40,20,20,20,52,40,20,20,20,20,40,20,40,20,20,20,2,0
20,20,20,20,20,20,20,60,20,20,20,20,20,20,40,20,1,0
20,96,40,40,80,80,40,40,40,40,60,64,60,60,60,60,2,1
100,100,20,20,20,20,20,20,20,24,20,40,20,20,40,20,1,0
20,100,20,20,36,20,20,20,20,20,40,40,40,20,40,40,1,0
80,100,100,100,100,100,40,100,84,80,100,60,60,60,100,60,3,1
100,100,40,60,40,40,40,40,20,40,60,60,40,40,40,20,1,1
20,60,60,20,100,100,100,100,20,100,100,60,80,60,100,20,5,1
60,100,72,100,80,80,60,100,100,92,100,100,60,60,80,68,3.8,0
20,80,20,40,100,20,20,20,20,20,20,20,20,20,40,20,1,0
100,100,80,80,100,100,80,80,60,80,100,80,80,80,100,80,5,1
40,40,20,20,48,28,20,36,20,20,20,20,20,24,28,20,1.2,0
100,100,100,20,100,100,100,100,80,100,100,80,60,60,80,60,5,1
20,32,24,28,52,32,28,40,32,60,36,28,40,32,52,20,1.4,0
40,40,100,20,20,20,80,20,20,20,20,40,40,20,80,20,1,0
100,100,80,80,60,80,40,60,80,100,100,80,60,72,76,100,4,0
60,20,20,20,60,40,20,20,20,24,32,28,60,20,60,20,2,0
100,100,20,20,20,28,20,20,20,20,20,20,20,20,20,20,1.2,0
72,80,52,56,56,40,20,20,56,40,48,52,40,36,80,40,2,0
100,100,20,20,60,40,20,20,32,20,40,20,20,20,40,20,3,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
20,72,20,20,40,60,20,20,20,20,40,20,20,20,40,60,1,0
100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,40,100,100,100,100,60,60,60,100,80,20,80,100,80,5,1
20,36,20,20,100,20,20,20,20,20,20,20,20,20,20,20,1,0
40,60,80,40,80,80,80,80,60,88,80,60,60,60,60,60,4,1
40,60,20,20,20,20,20,20,20,20,40,20,20,20,40,20,1,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
60,100,20,20,80,40,40,20,20,20,20,20,24,20,20,40,1,0
60,60,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,72,100,100,100,100,100,80,80,80,72,60,80,80,40,5,1
80,100,40,80,80,80,40,60,100,60,100,60,40,60,80,40,3,0
100,100,100,100,100,100,100,100,100,40,100,100,100,100,100,60,5,1
72,100,100,20,20,40,20,40,80,20,40,20,20,20,80,20,3,0
60,80,60,100,100,100,100,80,80,100,100,80,100,100,80,80,4,1
40,60,20,20,80,20,20,20,20,20,20,20,20,20,40,20,1,0
60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,40,20,20,60,40,20,20,20,20,60,32,20,40,60,20,1,0
20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,20,1,0
100,100,100,60,80,60,40,20,20,60,60,20,20,40,100,20,4,1
100,100,80,100,100,100,100,100,100,100,100,80,80,80,100,100,5,1
100,100,40,40,60,40,40,40,20,40,60,60,20,20,80,40,3,0
20,52,20,20,20,20,20,20,40,20,20,20,20,40,20,20,1,0
60,48,20,40,40,40,20,40,20,20,44,28,40,40,60,40,1,0
40,20,20,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
20,100,20,20,40,40,20,40,80,40,40,40,20,20,60,20,3,NA
100,100,40,40,80,40,40,60,40,32,48,20,20,20,40,20,3,1
100,100,20,20,20,20,20,40,20,20,20,20,20,20,20,40,1,0
100,80,60,60,100,80,60,100,60,80,100,20,80,20,100,40,5,1
80,100,80,80,84,80,40,40,80,80,80,80,60,80,80,60,2,1
20,100,20,20,20,20,20,20,20,20,40,20,40,40,60,40,1,0
100,100,40,60,20,20,40,20,60,20,20,20,20,20,40,40,1.2,0
60,100,60,100,100,100,100,80,100,80,80,40,60,60,100,40,5,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
20,100,100,88,60,60,80,60,56,72,76,72,60,48,80,60,4,0
100,100,68,56,80,60,60,68,60,80,80,60,80,80,80,80,3,1
100,100,60,80,100,80,80,80,100,80,80,72,60,60,80,60,4,1
60,60,20,20,20,20,20,20,20,40,40,60,40,20,60,40,1,0
60,20,24,28,20,20,20,20,28,20,24,20,20,60,60,20,1,0
60,60,20,20,20,20,20,20,40,20,40,36,20,20,60,32,2,0
80,100,20,80,40,20,80,60,20,80,60,40,40,20,60,20,2,0
20,100,20,60,20,20,20,40,20,20,20,20,20,20,20,20,1,0
100,100,88,76,88,88,84,96,72,96,88,80,68,72,88,80,4.4,1
100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,80,5,1
20,88,40,20,20,40,20,40,40,40,60,80,40,20,60,20,3,0
100,100,100,100,100,100,100,100,100,100,100,80,80,80,100,80,5,1
100,100,100,40,100,100,80,96,80,96,100,80,80,80,100,100,5,1
100,100,100,60,80,100,100,40,20,80,100,80,40,80,100,60,5,1
100,100,100,80,100,100,100,100,100,100,100,20,60,60,100,60,5,1
20,44,40,20,40,60,20,20,20,20,40,20,20,20,20,40,1,0
100,80,36,72,20,20,20,20,60,20,36,28,40,20,40,40,2,0
100,100,20,100,100,100,100,80,100,100,100,80,60,100,80,100,5,1
60,100,28,20,20,20,20,20,40,40,20,60,20,20,40,20,1,0
60,100,28,40,100,40,100,60,20,60,60,40,20,20,20,20,3,0
100,100,100,20,60,100,80,60,68,76,100,60,64,60,84,60,5,1
100,100,100,100,100,100,100,100,80,100,100,60,60,80,100,80,3,1
60,80,60,40,60,60,60,80,60,60,80,60,40,40,40,40,4,1
100,100,40,60,80,80,60,100,60,56,72,56,64,60,76,40,5,0
80,88,100,100,88,100,20,20,100,100,100,80,60,80,100,40,5,1
100,100,60,100,100,100,100,100,80,100,100,100,40,60,60,60,4,1
100,100,40,100,100,100,100,100,100,100,100,80,96,92,100,100,5,1
80,100,60,60,100,100,80,60,80,100,100,80,60,80,60,60,3,1
100,100,100,100,100,100,100,100,60,100,100,60,40,60,80,60,5,1
80,60,80,80,100,100,100,100,60,80,100,60,80,40,80,60,4,1
100,100,60,40,80,80,60,100,80,60,60,48,40,40,80,40,3,1
40,92,60,60,96,84,84,100,68,76,84,80,76,44,72,100,4,1
80,40,20,40,60,80,40,60,60,60,60,40,40,60,60,40,2,0
100,100,32,20,36,20,44,56,100,60,40,28,40,20,80,20,1.2,1
100,60,40,60,20,60,60,100,64,48,68,44,60,52,40,20,3,1
80,80,100,100,60,60,100,80,80,60,60,60,60,40,100,40,5,0
100,80,100,100,100,100,100,84,92,88,100,100,100,84,96,60,5,1
80,100,80,80,100,100,100,80,100,100,100,80,80,80,80,80,5,1
60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,100,100,100,100,60,80,60,80,60,60,60,80,60,3,1
20,24,28,28,20,28,20,20,20,32,44,24,20,20,20,20,1.4,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
100,20,60,60,100,100,60,60,100,80,60,60,40,80,40,60,3,0
100,20,20,20,20,20,20,20,24,20,20,20,20,20,20,20,1,0
100,92,72,76,100,100,60,100,88,68,80,60,60,56,80,60,5,1
80,80,52,72,60,60,60,80,60,68,60,56,40,60,60,40,1,1
100,100,100,100,100,100,100,100,100,100,100,80,80,100,100,100,5,1
40,60,60,68,100,100,20,100,100,80,100,60,40,60,60,60,4.4,1
60,60,20,60,20,20,60,40,20,40,40,20,20,20,20,20,1,0
60,80,20,60,20,20,20,20,60,20,20,40,20,20,60,20,1,0
100,100,100,60,100,100,60,60,100,100,100,68,80,60,100,60,3,1
80,20,20,36,32,40,20,40,40,20,48,20,20,28,20,40,2,0
80,80,40,60,60,80,40,60,80,60,80,60,60,40,40,40,4,1
100,100,60,60,100,100,20,100,80,100,100,100,60,40,40,60,3,1
100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,60,5,1
100,100,60,60,100,100,100,100,80,80,100,60,60,60,80,20,5,1
100,100,60,60,60,60,64,60,80,80,60,60,60,40,60,60,3,1
60,100,28,52,64,28,20,32,40,24,20,44,60,20,80,40,1,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,72,20,20,20,20,20,20,20,20,40,20,20,40,40,20,1,0
60,60,40,20,60,40,80,80,20,20,60,60,20,20,60,20,2,1
40,80,40,40,20,20,20,20,20,20,20,20,20,20,60,20,1,0
80,80,60,20,60,40,20,60,80,40,80,60,60,60,80,40,1,1
20,20,20,20,20,20,20,20,20,20,20,40,20,20,40,20,1,0
100,100,20,100,100,80,60,80,60,60,80,60,40,60,60,60,4,1
100,88,20,20,100,80,20,20,20,20,60,20,20,20,100,40,1,0
60,40,20,20,80,20,20,20,40,20,80,20,20,40,80,20,1,0
100,80,20,20,100,80,20,20,40,20,36,20,20,20,20,40,1,0
60,80,80,100,80,80,40,100,60,60,72,60,60,60,60,40,4,1
60,20,20,20,20,40,20,20,40,20,40,28,40,40,60,20,1,0
60,100,20,20,20,20,20,20,40,20,20,20,20,20,20,20,1,0
20,20,20,20,20,20,20,20,24,20,20,28,40,20,40,20,1,0
100,100,20,20,60,40,20,20,20,20,20,24,20,20,20,20,2,0
100,40,20,20,20,20,20,20,20,20,20,20,20,20,40,20,2,0
100,100,100,80,100,100,40,40,60,80,100,60,60,60,100,60,5,1
20,100,100,24,20,20,20,20,24,20,20,40,40,20,40,20,1.4,0
40,80,100,40,80,80,100,80,60,80,80,60,60,60,60,80,5,1
20,20,36,20,20,36,20,36,20,20,20,20,20,40,60,100,1,0
60,60,40,20,80,40,20,20,40,36,80,44,60,40,40,40,2,0
60,100,20,20,100,100,80,100,100,100,100,80,80,100,100,100,5,1
20,100,20,40,60,60,40,60,40,60,60,80,60,60,60,60,3,0
100,92,52,76,80,76,68,56,40,72,80,40,80,56,64,40,3.6,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,20,20,40,100,36,20,20,20,20,40,32,40,40,60,40,2,0
20,20,40,20,20,40,20,20,40,20,40,20,20,20,40,20,1,0
20,20,80,20,100,80,80,40,40,60,80,40,80,60,100,40,4,1
100,100,72,100,100,88,84,20,100,68,80,60,40,40,100,60,3.8,1
100,100,20,20,20,20,20,20,80,20,20,20,20,20,20,20,3,1
40,60,20,20,20,60,20,20,20,20,60,40,20,20,60,40,1,0
60,100,40,20,20,20,20,20,20,20,20,20,20,20,40,20,1,NA
40,20,48,24,40,32,20,20,20,20,20,20,24,24,64,40,1,0
40,80,20,40,20,20,20,20,20,20,20,20,20,20,40,20,1,0
20,40,20,20,20,20,20,20,20,20,20,20,20,20,100,20,1,0
60,80,20,20,40,20,40,20,20,32,60,60,20,60,60,20,3,0
80,20,24,100,20,20,20,20,20,20,20,20,40,20,40,20,1,0
80,76,60,60,40,40,44,40,40,80,40,40,60,20,60,52,2,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,96,40,60,60,60,60,60,60,60,60,60,60,60,60,60,3,1
100,20,20,20,100,20,20,20,20,20,24,20,20,20,40,20,1,0
40,40,20,20,20,20,20,20,60,20,20,60,20,20,60,20,1,0
92,84,64,72,80,80,60,48,84,68,80,56,56,60,60,40,3.4,0
40,36,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
100,60,100,20,100,100,100,60,100,100,100,60,60,80,80,60,4,1
40,100,40,40,40,20,20,20,100,40,60,60,40,40,80,40,2,0
20,80,100,60,20,80,60,20,20,20,60,20,20,20,80,44,5,0
20,40,40,60,100,100,40,80,80,100,80,72,80,80,80,60,4,1
20,52,24,20,20,20,20,20,40,20,20,20,20,20,20,20,1,0
100,100,80,80,80,100,40,80,80,80,80,80,100,60,80,80,4,1
40,64,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
100,100,20,20,20,20,20,20,20,20,40,20,20,20,20,20,1,0
40,68,20,40,20,20,40,20,20,20,20,20,20,20,40,20,1,0
100,100,100,100,100,100,100,100,100,100,100,80,80,100,100,100,5,1
20,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,40,80,60,60,60,40,60,80,60,60,20,60,20,3,1
100,60,40,80,20,60,20,20,60,60,60,28,20,20,40,20,1,1
100,92,60,60,60,60,60,60,80,80,60,60,20,40,60,100,3,1
100,100,20,40,52,36,52,40,56,36,28,32,40,28,52,40,2.4,NA
100,100,80,40,40,60,60,40,80,60,60,60,40,40,80,40,2,1
20,52,20,20,20,100,20,20,20,20,20,20,20,20,20,20,1,0
40,20,40,40,60,60,60,40,100,60,48,40,60,60,60,60,3,1
20,100,40,20,40,60,40,40,20,20,60,40,20,20,80,40,1,0
80,80,60,80,80,80,80,80,80,80,80,68,60,60,60,60,3,1
100,100,100,80,100,100,100,100,60,100,100,80,80,80,80,100,5,1
100,100,40,40,60,60,40,60,60,60,68,36,40,60,80,40,3,NA
40,100,20,20,80,20,20,20,20,20,60,40,20,20,80,20,1,1
60,100,60,60,60,60,60,40,80,60,60,40,40,60,60,40,2,1
60,80,60,60,80,80,80,60,60,80,80,60,60,60,60,60,3,1
100,100,20,100,100,100,100,100,100,100,100,64,80,60,100,60,5,1
100,100,20,100,100,100,80,80,100,100,100,80,100,80,100,80,5,1
80,60,80,84,80,80,84,80,76,72,100,60,64,56,84,60,4,1
40,84,20,20,24,20,20,20,20,20,40,100,40,20,40,20,1,0
100,100,20,100,100,100,100,100,40,80,100,60,80,80,60,100,4.6,1
84,88,40,40,60,48,40,32,40,40,40,60,24,32,56,20,1.6,NA
100,100,72,72,80,80,80,68,80,80,80,68,20,60,60,60,3.4,1
40,20,60,60,60,60,40,40,40,40,60,60,40,40,60,60,2,0
60,92,40,40,60,20,60,80,20,40,40,40,40,40,40,20,3,0
80,100,80,80,100,100,80,40,100,80,80,76,60,80,80,60,5,1
100,100,56,100,100,60,40,40,68,60,68,48,64,60,80,40,4,1
20,36,20,20,48,20,20,20,20,40,20,20,20,20,40,20,1,0
100,100,80,80,80,60,80,40,84,88,80,60,40,60,60,80,4,0
20,24,20,20,20,20,20,20,20,20,24,20,20,20,20,20,1,0
80,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
44,40,28,20,20,20,20,20,20,20,28,28,20,20,20,20,1,0
100,100,100,72,100,100,100,100,100,100,100,88,80,80,100,80,5,1
100,100,60,80,20,20,20,20,20,60,60,60,20,20,60,20,1,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
80,60,20,20,20,20,20,20,40,100,20,20,40,20,20,20,1,0
100,100,40,60,80,72,60,40,100,100,60,60,60,40,80,60,3,1
80,40,80,20,80,60,20,40,100,80,80,60,60,60,68,20,2,1
100,100,60,64,96,100,80,60,92,100,92,100,76,80,60,80,4.8,1
20,44,20,24,60,40,20,20,40,24,40,20,20,20,32,20,1,0
100,100,100,100,100,100,100,100,100,100,100,80,80,100,100,100,5,1
40,60,20,20,40,40,20,40,40,20,20,60,20,20,80,40,2,0
20,20,20,20,100,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,80,100,80,80,40,100,100,80,80,88,72,88,100,5,1
20,100,20,40,32,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,100,80,80,100,40,40,60,100,80,100,60,60,100,60,5,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,68,40,40,60,60,20,40,20,40,52,60,40,20,60,40,1,1
100,100,100,100,100,100,80,48,92,72,80,60,100,100,100,40,5,1
100,100,40,100,100,60,80,100,60,40,72,68,60,60,88,60,5,1
20,100,80,60,20,100,36,80,20,36,60,20,80,40,20,20,1.8,1
60,60,60,60,64,60,60,56,60,60,60,60,60,60,60,60,5,1
100,100,100,80,100,100,100,20,100,100,100,100,100,100,80,100,4,1
100,100,40,20,60,20,20,20,20,20,20,20,20,20,20,20,1,0
40,20,80,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,40,40,80,100,40,40,60,60,80,60,80,60,80,60,3,0
100,100,20,60,20,20,20,20,24,20,20,20,20,20,32,20,1,1
60,80,20,60,100,20,20,20,20,40,36,28,20,20,60,20,1,0
60,100,100,100,80,100,80,100,40,100,80,60,60,60,100,60,3,1
80,100,40,60,80,80,80,100,60,60,80,80,60,40,60,80,3,1
80,80,60,80,80,100,100,100,80,80,100,80,60,100,80,80,2,1
100,100,100,100,100,100,100,80,88,80,100,72,80,80,100,80,4,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,80,60,60,40,40,80,60,80,40,60,80,20,60,60,20,2,1
100,100,100,100,100,100,100,100,20,100,100,100,60,100,60,100,5,1
80,100,80,60,100,80,100,88,80,92,60,60,76,68,92,80,4,1
80,96,76,40,80,84,80,60,60,76,84,64,60,56,76,60,3.2,1
84,60,28,44,56,64,28,44,64,56,80,48,52,40,80,60,2,1
100,72,60,60,64,60,40,100,52,60,56,36,48,60,60,20,3.4,1
